unix_time,count_pedestrian,count_parking
1451602800,3937.346154,18.34147086
1451689200,3288.769231,22.81782118
1451775600,3443.788462,20.61519683
1451862000,3694.673077,26.97589258
1451948400,3811.711538,28.33506256
1452034800,4033.115385,29.13152273
1452121200,4118.019231,29.41745499
1452207600,3988,30.91180958
1452294000,3682.019231,25.95544706
1452380400,3856.653846,21.3774794
1452466800,4110.538462,29.29447666
1452553200,4183.442308,30.80408911
1452639600,4100.884615,30.92920354
1452726000,4066.403846,32.47207812
1452812400,4127.826923,33.22429051
1452898800,3764.403846,26.24870308
1452985200,3776.423077,21.99511749
1453071600,4236.730769,30.62953921
1453158000,4105.346154,31.46292341
1453244400,4314.769231,31.91394568
1453330800,4211.884615,32.27372597
1453417200,4010.5,32.6994202
1453503600,3687.807692,25.93866341
1453590000,3831.846154,21.11412878
1453676400,4250,29.26914861
1453762800,3328.884615,19.24961855
1453849200,4217.769231,31.65120537
1453935600,4203.653846,32.85993287
1454022000,4044.865385,33.08422338
1454108400,3646.25,27.48825145
1454194800,3688.365385,21.94507171
1454281200,4281.230769,30.66798901
1454367600,4255.538462,32.1110772
1454454000,4248.788462,32.73237717
1454540400,4129.634615,33.08208727
1454626800,4308.480769,33.6417455
1454713200,3590.538462,27.89838267
1454799600,3754.865385,22.66219103
1454886000,4160.826923,30.99542264
1454972400,4158.980769,32.65059506
1455058800,4244.076923,33.25419591
1455145200,4304.173077,33.86481538
1455231600,4183.384615,33.95636253
1455318000,3830.153846,27.97589258
1455404400,3421.173077,23.18278914
1455490800,4305.403846,31.00823924
1455577200,4016.961538,31.77693012
1455663600,4019.923077,32.88556607
1455750000,4217.423077,33.39945072
1455836400,4150.807692,33.81995728
1455922800,3461.288462,25.70613366
1456009200,4294.307692,22.97802868
1456095600,4176.057692,30.59200488
1456182000,4106.538462,31.48092768
1456268400,4317.865385,31.65395179
1456354800,4326.442308,32.11565456
1456441200,4238.75,32.81263351
1456527600,3762.442308,26.81019225
1456614000,3764.75,21.94812328
1456700400,4137.865385,30.56972841
1456786800,4064.730769,31.00305157
1456873200,4087.038462,32.21269454
1456959600,4235.25,32.41013122
1457046000,4174.923077,33.03753433
1457132400,3757.769231,26.50656088
1457218800,3860.173077,22.09734513
1457305200,4225.019231,30.17821178
1457391600,4235.865385,31.83399451
1457478000,4350.076923,32.49557522
1457564400,4224.75,31.98199573
1457650800,4133.019231,33.24046384
1457737200,3638.019231,26.75801038
1457823600,3720.365385,22.18767165
1457910000,3698.519231,19.81629539
1457996400,4293.730769,31.82361916
1458082800,4352,32.34604821
1458169200,4248.192308,32.68050046
1458255600,4236.442308,32.63259078
1458342000,3791.557692,26.98413183
1458428400,3915.807692,21.62404638
1458514800,4396.942308,29.88800732
1458601200,4353.730769,30.89868782
1458687600,4379.096154,31.36191639
1458774000,4175.75,32.80592005
1458860400,3633.442308,19.01983522
1458946800,3471.961538,22.16142814
1459033200,3570.5,18.95636253
1459116000,3376.634615,17.7207812
1459202400,3976,29.89350015
1459288800,4061.673077,31.07140677
1459375200,4017.673077,31.87458041
1459461600,3991.192308,32.51052792
1459548000,3520.057692,26.18950259
1459634400,3667.653846,22.77876106
1459720800,4014.634615,29.59871834
1459807200,4069.480769,30.9957278
1459893600,3743.5,30.26670735
1459980000,4038.653846,31.6502899
1460066400,3964.307692,32.39823009
1460152800,3602.75,26.3411657
1460239200,3852.711538,21.03722917
1460325600,4180.576923,29.03875496
1460412000,4300.75,30.57918828
1460498400,4164.346154,30.48092768
1460584800,4056.711538,31.33353677
1460671200,4067.538462,31.70216662
1460757600,3608.519231,26.33292646
1460844000,3721.288462,21.32804394
1460930400,4288.519231,29.16966738
1461016800,4298.865385,30.97711321
1461103200,4349.923077,30.79646018
1461189600,4188.942308,30.80866646
1461276000,3866.846154,32.0918523
1461362400,3604.576923,25.02166616
1461448800,3853.326923,20.88037839
1461535200,3486.115385,18.24198962
1461621600,4065.596154,29.69026549
1461708000,4155,29.62099481
1461794400,4361.5,31.03509307
1461880800,4330.807692,31.19591089
1461967200,3899.711538,25.93072933
1462053600,3793.903846,20.65303631
1462140000,4120.365385,28.7763198
1462226400,4234.173077,30.05004577
1462312800,4483.326923,30.12999695
1462399200,4395.423077,30.94842844
1462485600,4262.942308,31.54409521
1462572000,3853.25,25.82911199
1462658400,4001.519231,20.80378395
1462744800,4396.711538,28.24259994
1462831200,4260.807692,29.87549588
1462917600,4386.769231,29.77723528
1463004000,4471.115385,30.86512054
1463090400,4344.115385,31.44888618
1463176800,3783.5,25.58254501
1463263200,3932.076923,20.7677754
1463349600,4387.980769,28.85016784
1463436000,4442.230769,30.26396094
1463522400,4267.980769,29.5520293
1463608800,4338.307692,30.34574306
1463695200,4355.75,31.19346964
1463781600,3786.307692,25.28806836
1463868000,3879.865385,20.80073238
1463954400,4298.884615,28.08849558
1464040800,4319.403846,29.44186756
1464127200,4192.192308,29.27311565
1464213600,4278.365385,29.79096735
1464300000,4264.403846,31.07598413
1464386400,3793.230769,25.64418676
1464472800,3867.692308,20.70826976
1464559200,4310.269231,28.39090632
1464645600,4239.461538,29.46811108
1464732000,4180.769231,30.14800122
1464818400,4280.326923,30.57644187
1464904800,4100.961538,30.69026549
1464991200,3669.134615,25.04974062
1465077600,3726.557692,19.72749466
1465164000,4243.115385,28.12480928
1465250400,4375.826923,29.86481538
1465336800,4135.192308,30.23741227
1465423200,4164.038462,31.19377479
1465509600,4172.461538,31.9530058
1465596000,3607.961538,25.57705218
1465682400,3548.365385,21.34726884
1465768800,3235.692308,18.17241379
1465855200,4020.423077,29.48001221
1465941600,4074.519231,31.15593531
1466028000,4202.365385,31.10802563
1466114400,4140.980769,31.48581019
1466200800,3752.634615,26.10802563
1466287200,3752.442308,21.17424474
1466373600,3885.788462,29.37931034
1466460000,4082.615385,31.15776625
1466546400,3984.057692,31.33018004
1466632800,4107.903846,31.73664937
1466719200,4005.903846,33.14800122
1466805600,3533.634615,27.04851999
1466892000,3506.173077,21.79310345
1466978400,3862.038462,29.35855966
1467064800,4016.423077,31.59993897
1467151200,4004.826923,31.91547147
1467237600,3889.038462,32.58986878
1467324000,3854.865385,33.41318279
1467410400,3598.807692,26.4458346
1467496800,3744.423077,21.63991456
1467583200,4078.711538,30.40128166
1467669600,3750.5,30.65059506
1467756000,3934.961538,31.07720476
1467842400,3864.615385,31.91425084
1467928800,4022.192308,33.63808361
1468015200,3698.519231,26.93011901
1468101600,3794.788462,22.30851388
1468188000,4104.115385,30.32956973
1468274400,4094.634615,32.16325908
1468360800,4049.75,32.39212695
1468447200,4066.980769,32.66859933
1468533600,4082.980769,33.46383888
1468620000,3661.596154,27.17973756
1468706400,3505.692308,21.44278303
1468792800,4054.75,30.73329265
1468879200,4137.134615,31.8867867
1468965600,4191.807692,31.77021666
1469052000,4159.307692,31.95910894
1469138400,4081.711538,32.10985658
1469224800,3706.230769,26.39945072
1469311200,3629.519231,22.15776625
1469397600,4055.057692,30.15013732
1469484000,4162.288462,31.93652731
1469570400,4025.557692,32.01678364
1469656800,4302.403846,32.15990235
1469743200,4323.615385,32.7656393
1469829600,3571.865385,27.19804699
1469916000,3654.288462,22.17485505
1470002400,3894.403846,29.94690265
1470088800,3985.442308,31.13762588
1470175200,3987.153846,31.32010986
1470261600,4186.057692,31.76106195
1470348000,4173.75,32.54348489
1470434400,3842.326923,26.20384498
1470520800,3775.057692,21.79768081
1470607200,4109.519231,28.85138847
1470693600,4257.519231,30.45468416
1470780000,4059.403846,30.86817211
1470866400,4087.096154,31.240769
1470952800,4076.115385,32.35215136
1471039200,3401.673077,25.33567287
1471125600,3442.057692,20.9401892
1471212000,3931.538462,29.50503509
1471298400,3950.134615,31.09337809
1471384800,4045.903846,31.29783338
1471471200,4000.115385,31.70918523
1471557600,3978.019231,32.04211169
1471644000,3437.980769,27.23191944
1471730400,3453.788462,21.80103753
1471816800,3840.923077,29.08605432
1471903200,4106.480769,31.11290815
1471989600,3977.846154,31.51388465
1472076000,3921.038462,31.63686298
1472162400,3781.576923,32.0277693
1472248800,3676.057692,25.95636253
1472335200,3525.5,21.70460787
1472421600,4057.115385,29.57522124
1472508000,3959.115385,30.83338419
1472594400,4192.538462,31.10314312
1472680800,4104.019231,31.18492524
1472767200,4093.403846,31.52883735
1472853600,3696.596154,25.85962771
1472940000,3855.134615,21.05645407
1473026400,4180.134615,28.6588343
1473112800,4229.634615,30.3411657
1473199200,4436.269231,30.28623741
1473285600,4210.634615,30.58712237
1473372000,4090.538462,30.71406774
1473458400,3699.826923,25.65730851
1473544800,3881.403846,21.3625267
1473631200,4063.076923,28.22947818
1473717600,4077.942308,29.2258163
1473804000,4071.634615,29.57216967
1473890400,4167.826923,30.11016173
1473976800,4141.115385,31.34635337
1474063200,3754.576923,25.58376564
1474149600,3613.961538,21.28593226
1474236000,4240.076923,28.63350626
1474322400,4360.846154,29.79249313
1474408800,4218.211538,30.0555386
1474495200,4211,31.07415319
1474581600,4206.653846,31.04851999
1474668000,3824.173077,24.84284406
1474754400,3617.826923,21.00671346
1474840800,4089.846154,29.18950259
1474927200,3951.057692,29.9765029
1475013600,4145.403846,29.7442783
1475100000,4105.634615,30.63838877
1475186400,3701.615385,20.86176381
1475272800,3791.519231,21.78730546
1475359200,3317,20.63686298
1475445600,4004.269231,27.70430272
1475532000,4029.692308,28.97558743
1475618400,4126.596154,29.18492524
1475704800,4064.365385,29.60451633
1475791200,4057.769231,30.31614281
1475877600,3528.807692,25.01007019
1475964000,3530.230769,20.21330485
1476050400,3942.25,28.03936527
1476136800,4066.326923,27.98535246
1476223200,4014.192308,26.7271895
1476309600,4208.230769,27.64235581
1476396000,4109.403846,28.51174855
1476482400,3594.557692,23.62923406
1476568800,3587.807692,18.84284406
1476655200,3909.884615,26.0320415
1476741600,4033.25,26.98687824
1476828000,4119.173077,26.77693012
1476914400,4217.346154,28.05187672
1477000800,3998.75,29.50656088
1477087200,3394.807692,24.81019225
1477173600,3271.884615,20.20598108
1477260000,3820.307692,28.02929509
1477346400,3976.5,28.98413183
1477432800,3963.711538,28.8996033
1477519200,4123.057692,28.40067135
1477605600,4060.903846,29.33536771
1477692000,3495.692308,23.2279524
1477778400,3491.807692,19.57003357
1477868400,3779.384615,26.30820873
1477954800,3357.288462,17.24473604
1478041200,3917.442308,27.30637778
1478127600,3855.019231,27.80927678
1478214000,3774.076923,29.20170888
1478300400,3341.903846,23.93194995
1478386800,3361.019231,19.93103448
1478473200,3795.769231,26.15959719
1478559600,3891.942308,27.52731157
1478646000,3978.134615,27.94507171
1478732400,3936.134615,28.44217272
1478818800,3812.461538,28.97375648
1478905200,3404.807692,24.47146781
1478991600,3421.884615,20.38327739
1479078000,3598.538462,27.3603906
1479164400,3709.75,28.89350015
1479250800,3680.519231,29.3646628
1479337200,3721.096154,30.58101922
1479423600,3873.384615,32.36649374
1479510000,3375.519231,27.18828197
1479596400,3367.5,22.12786085
1479682800,3711.557692,30.16692096
1479769200,3592.730769,30.46566982
1479855600,3786.173077,30.74580409
1479942000,3779.230769,32.29874886
1480028400,3811.596154,33.46780592
1480114800,3435.192308,26.9850473
1480201200,3445.692308,22.3005798
1480287600,3518.5,29.91699725
1480374000,3887.942308,31.10009155
1480460400,3858.519231,32.79829112
1480546800,3925.096154,33.40402807
1480633200,3822.057692,34.62160513
1480719600,3392.423077,29.18462008
1480806000,3529.25,24.19682637
1480892400,3788.634615,32.5541654
1480978800,3898.019231,34.01586817
1481065200,3937.346154,34.21513579
1481151600,3868.884615,34.02624352
1481238000,3911.942308,34.02624352
1481324400,3625.25,28.5926152
1481410800,3460.519231,23.66676839
1481497200,3910.038462,31.86847727
1481583600,3861.653846,33.36161123
1481670000,3904.557692,33.67287153
1481756400,3761.615385,33.47604516
1481842800,3682.461538,34.70704913
1481929200,3531.980769,29.25694233
1482015600,3467.692308,24.56362527
1482102000,3736.596154,33.05370766
1482188400,3705.519231,34.6502899
1482274800,3761.788462,36.66981996
1482361200,3696.538462,36.27036924
1482447600,3855.903846,36.54104364
1482534000,3248.846154,28.07384803
1482620400,2937.480769,16.61489167
1482706800,2952.5,19.16814159
1482793200,3106.538462,21.76808056
1482879600,3585.365385,28.22093378
1482966000,3529.538462,28.94568203
1483052400,3544.538462,29.96704303
1483138800,3187.538462,24.11229783
